"Dark chamber: optode #1, serial no. 293"																							
"Light chamber: optode #2, serial no. 294"																							
																							
																							
Day (6/23/2012 + )	Hour	Min	Time	Timestamp				DO_1 (µM) (dark)		DO_1 (% sat)		"DO_1 (Temp, deg C)"		DO_2 (µM) (light)		DO_2 (% sat)		"DO_2 (Temp, deg C)"					
0	14	56	108	74	292770	95738	16329	276255	90201	16258													
0	14	58	108	73	293152	95705	16252	275929	89937	16175													
0	15	0	108	74	294452	95844	16111	277476	90313	16108													
0	15	2	108	74	293430	95631	16170	276949	90215	16146													
0	15	4	108	74	294455	95731	16055	276901	90232	16164													
0	15	6	108	74	293514	95500	16092	277366	90420	16183													
0	15	8	108	74	294459	95651	16015	276994	90252	16158													
0	15	10	108	73	294545	95628	15990	277911	90456	16109													
0	15	12	108	74	295240	95651	15891	276633	90217	16202													
0	15	14	108	73	294297	95534	15983	277880	90460	16116													
0	15	16	108	73	294698	95570	15937	277134	90225	16120													
0	15	18	108	74	294198	95461	15963	276374	90076	16172													
0	15	20	108	74	295385	95625	15855	374314	122764	16468													
0	15	22	108	73	295300	95674	15892	360932	119487	16913													
0	15	24	108	74	385423	99519	6115	365564	94834	6301													
0	15	26	108	73	383556	98934	6074	356763	92377	6226													
0	15	28	108	73	372546	95788	5948	348001	89339	5888													
0	15	30	108	73	359398	91985	5768	336406	86090	5763													
0	15	32	108	73	355062	90492	5602	333189	84906	5597													
0	15	34	108	73	353389	90042	5592	330831	84291	5590													
0	15	36	108	72	354829	90540	5649	331560	84602	5648													
0	15	38	108	73	354652	90517	5658	331001	84481	5659													
0	15	40	108	73	355427	90718	5660	331262	84552	5660													
0	15	42	108	73	352994	89911	5579	330090	84089	5584													
0	15	44	108	73	352964	89862	5561	329477	83871	5555													
0	15	46	108	73	351873	89506	5527	328398	83539	5529													
0	15	48	108	73	352081	89561	5528	328566	83582	5529													
0	15	50	108	73	352744	89797	5557	329057	83761	5554													
0	15	52	108	73	353249	89956	5570	329377	83877	5570													
0	15	54	108	73	353934	90323	5653	329912	84144	5631													
0	15	56	108	73	355872	90859	5671	331314	84594	5674													
0	15	58	108	73	354031	90213	5595	331085	84458	5638													
0	16	0	108	73	352945	89893	5576	327827	83500	5578													
0	16	2	102	73	354584	90401	5616	330404	84192	5595													
0	16	4	101	73	357947	91573	5751	332724	85098	5740													
0	16	6	101	73	361599	92715	5839	337446	86494	5826													
0	16	8	101	73	363801	93304	5849	341657	87664	5867													
0	16	10	100	73	360164	92236	5791	336988	86301	5791													
0	16	12	100	73	359392	92003	5776	334903	85732	5775													
0	16	14	100	73	360264	92257	5789	335380	85880	5787													
0	16	16	100	73	360217	92277	5803	335937	86047	5798													
0	16	18	99	73	362033	92739	5802	336683	86239	5799													
0	16	20	99	72	358891	91910	5792	335711	85970	5789													
0	16	22	99	72	355690	91050	5774	333774	85439	5774													
0	16	24	99	72	358100	91562	5729	333276	85231	5736													
0	16	26	99	73	357154	91218	5685	333596	85218	5693													
0	16	28	99	72	356236	90972	5680	332647	84955	5683													
0	16	30	99	73	356985	91193	5693	331662	84717	5690													
0	16	32	98	72	357642	91434	5724	331887	84848	5724													
0	16	34	98	72	360672	92353	5786	334272	85587	5783													
0	16	36	98	72	360839	92481	5822	336336	86183	5814													
0	16	38	98	73	367732	94403	5887	342101	87839	5894													
0	16	40	98	72	366492	94127	5905	341207	87628	5902													
0	16	42	98	72	369863	95198	5990	344408	88655	5994													
0	16	44	98	72	374264	96342	5994	346644	89234	5995													
0	16	46	98	72	376753	96987	5996	346787	89276	5997													
0	16	48	99	73	378185	97360	5998	344358	88655	5999													
0	16	50	99	72	377691	97235	5998	345190	88869	5999													
0	16	52	100	73	380121	97857	5997	345546	88958	5998													
0	16	54	101	72	378859	97530	5996	345573	88963	5997													
0	16	56	102	73	378610	97459	5994	345026	88811	5992													
0	16	58	102	72	380444	97921	5989	345338	88873	5984													
0	17	0	103	72	378130	97307	5982	345852	88950	5960													
0	17	2	103	72	378607	97415	5976	346471	89050	5933													
0	17	4	103	73	377180	97018	5964	346672	88959	5870													
0	17	6	103	72	376135	96719	5952	346707	88866	5825													
0	17	8	103	72	376096	96676	5938	346471	88734	5794													
0	17	10	103	72	375619	96519	5924	345173	88365	5777													
0	17	12	103	72	376121	96616	5911	344710	88198	5756													
0	17	14	103	72	376052	96560	5895	344088	87929	5707													
0	17	16	103	72	375966	96511	5884	342272	87471	5709													
0	17	18	103	72	377229	96802	5871	341115	87115	5682													
0	17	20	103	72	376088	96491	5864	341651	87257	5684													
0	17	22	104	72	377125	96739	5856	340326	86915	5683													
0	17	24	104	72	376291	96509	5850	339086	86595	5681													
0	17	26	104	72	377424	96776	5840	338549	86447	5677													
0	17	28	104	73	377569	96790	5831	338018	86298	5671													
0	17	30	104	73	378938	97118	5821	339206	86554	5649													
0	17	32	104	72	379607	97280	5818	340681	86929	5648													
0	17	34	104	72	380162	97419	5816	340249	86829	5653													
0	17	36	104	72	381915	97867	5816	339537	86662	5659													
0	17	38	104	72	383037	98152	5815	338552	86421	5664													
0	17	40	104	73	384577	98537	5811	337369	86125	5667													
0	17	42	104	72	384464	98499	5808	337201	86085	5668													
0	17	44	104	72	385155	98670	5805	337066	86060	5672													
0	17	46	104	72	386372	98981	5805	336849	86015	5677													
0	17	48	104	72	386342	98973	5805	336066	85827	5683													
0	17	50	104	72	385732	98813	5803	336005	85818	5686													
0	17	52	104	73	386760	99062	5798	336329	85904	5687													
0	17	54	104	72	387786	99312	5792	336885	86042	5685													
0	17	56	104	72	388642	99515	5786	337029	86078	5685													
0	17	58	104	72	389064	99616	5783	337360	86165	5686													
0	18	0	104	72	389721	99782	5782	337516	86212	5689													
0	18	2	104	72	388855	99558	5782	338723	86518	5689													
0	18	4	104	72	388857	99554	5780	339739	86779	5689													
0	18	6	104	72	387832	99276	5773	338007	86332	5687													
0	18	8	104	73	386380	98893	5769	337800	86275	5685													
0	18	10	104	72	386901	99015	5764	338027	86328	5683													
0	18	12	104	72	385931	98761	5762	337732	86232	5674													
0	18	14	104	72	384570	98400	5757	336483	85908	5671													
0	18	16	104	72	384825	98453	5752	336636	85941	5668													
0	18	18	104	72	384605	98382	5746	335766	85711	5665													
0	18	20	104	73	383924	98202	5744	336330	85848	5662													
0	18	22	104	72	383548	98098	5741	336462	85867	5655													
0	18	24	104	73	383454	98069	5739	338025	86261	5653													
0	18	26	104	72	384538	98340	5736	336675	85920	5654													
0	18	28	104	73	384469	98317	5734	334558	85380	5655													
0	18	30	104	72	386319	98785	5732	335994	85748	5655													
0	18	32	104	72	386447	98818	5732	336152	85794	5658													
0	18	34	104	72	387245	99026	5734	336580	85912	5662													
0	18	36	104	73	390352	99827	5736	337082	86052	5667													
0	18	38	104	73	392478	100376	5739	337167	86086	5673													
0	18	40	104	73	396030	101286	5739	336878	86021	5677													
0	18	42	104	73	398445	101901	5738	336352	85890	5678													
0	18	44	104	72	400297	102360	5733	335154	85582	5677													
0	18	46	104	72	400647	102436	5727	335558	85679	5674													
0	18	48	104	72	400077	102272	5720	335695	85696	5666													
0	18	50	104	72	397988	101726	5716	335112	85532	5659													
0	18	52	104	73	395970	101197	5710	334559	85372	5651													
0	18	54	104	72	393790	100630	5707	334747	85407	5645													
0	18	56	104	72	391440	100022	5704	335029	85465	5638													
0	18	58	104	73	389885	99620	5702	334725	85377	5634													
0	19	0	104	73	389191	99436	5699	334072	85204	5631													
0	19	2	104	73	388206	99171	5694	334067	85194	5627													
0	19	4	104	72	386700	98776	5690	335249	85482	5620													
0	19	6	104	72	386403	98684	5683	335328	85491	5615													
0	19	8	104	72	386584	98719	5679	333933	85123	5610													
0	19	10	104	72	385996	98557	5674	335266	85423	5592													
0	19	12	104	73	385400	98394	5670	335207	85400	5588													
0	19	14	104	73	386695	98713	5665	334559	85217	5579													
0	19	16	104	72	387027	98789	5662	334552	85212	5578													
0	19	18	104	73	387553	98914	5658	334896	85299	5577													
0	19	20	104	72	388483	99145	5656	334586	85217	5576													
0	19	22	104	73	389798	99470	5652	334831	85278	5576													
0	19	24	104	72	391246	99831	5648	333578	84954	5573													
0	19	26	104	73	392921	100250	5645	333691	84976	5570													
0	19	28	104	73	395170	100814	5641	333905	85021	5566													
0	19	30	104	73	396324	101099	5637	333941	85024	5563													
0	19	32	104	73	398597	101665	5632	333953	85020	5560													
0	19	34	104	73	399198	101810	5629	333335	84858	5558													
0	19	36	104	72	400804	102205	5623	333214	84813	5551													
0	19	38	104	72	401482	102370	5620	332989	84747	5547													
0	19	40	104	72	403618	102902	5616	333154	84772	5539													
0	19	42	104	72	404807	103194	5611	332732	84635	5525													
0	19	44	104	72	406394	103586	5607	332666	84609	5521													
0	19	46	104	72	406310	103557	5604	333070	84710	5520													
0	19	48	104	72	408453	104090	5599	332722	84617	5518													
0	19	50	104	72	409038	104230	5595	332295	84503	5516													
0	19	52	104	72	409816	104416	5591	333258	84742	5513													
0	19	54	104	72	409623	104359	5588	331822	84371	5510													
0	19	56	104	72	410494	104574	5585	331885	84379	5507													
0	19	58	104	73	411656	104861	5582	332114	84434	5505													
0	20	0	104	72	412385	105041	5580	332868	84626	5506													
0	20	2	104	73	412451	105051	5577	332562	84548	5505													
0	20	4	104	73	412969	105178	5575	332308	84484	5506													
0	20	6	104	72	413129	105212	5573	332463	84522	5505													
0	20	8	104	72	412408	105024	5571	331709	84331	5505													
0	20	10	104	72	412351	105003	5569	332056	84418	5505													
0	20	12	104	72	411787	104853	5567	332034	84412	5504													
0	20	14	104	73	410401	104493	5564	331294	84222	5504													
0	20	16	104	72	409619	104288	5562	331814	84355	5504													
0	20	18	104	72	410007	104381	5559	332079	84422	5504													
0	20	20	104	72	408831	104078	5558	332590	84551	5503													
0	20	22	104	73	408432	103971	5556	332500	84527	5503													
0	20	24	104	72	408449	103969	5554	331291	84218	5502													
0	20	26	104	73	407064	103614	5553	331494	84272	5503													
0	20	28	104	72	407058	103615	5553	331838	84365	5506													
0	20	30	104	72	407842	103822	5556	331756	84356	5511													
0	20	32	104	72	408706	104047	5558	333183	84725	5514													
0	20	34	104	72	408716	104049	5558	333756	84874	5515													
0	20	36	104	72	407260	103676	5557	332614	84586	5517													
0	20	38	104	72	406709	103534	5557	333054	84700	5518													
0	20	40	104	73	406372	103445	5555	333176	84733	5519													
0	20	42	104	73	405008	103097	5555	333199	84742	5520													
0	20	44	104	72	403507	102714	5555	332150	84480	5522													
0	20	46	104	73	401880	102304	5556	333032	84712	5526													
0	20	48	104	73	401042	102103	5561	332300	84536	5531													
0	20	50	104	73	401798	102314	5568	333047	84752	5543													
0	20	52	104	72	401373	102234	5579	334137	85069	5561													
0	20	54	104	72	405709	103370	5591	332922	84810	5584													
0	20	56	104	72	408266	104039	5598	333559	85009	5601													
0	20	58	104	72	408812	104195	5604	333797	85096	5613													
0	21	0	104	73	407144	103779	5607	333298	84988	5622													
0	21	2	104	72	405256	103308	5611	332662	84841	5629													
0	21	4	104	72	403655	102904	5613	333013	84941	5634													
0	21	6	104	73	400680	102147	5613	332747	84880	5637													
0	21	8	104	73	398381	101560	5613	332101	84717	5638													
0	21	10	104	72	396441	101067	5613	332082	84715	5639													
0	21	12	104	73	393714	100376	5615	332212	84754	5642													
0	21	14	104	72	391488	99813	5617	332850	84923	5645													
0	21	16	104	73	390299	99514	5618	332724	84896	5647													
0	21	18	104	72	389989	99434	5618	333058	84979	5646													
0	21	20	104	72	389106	99204	5616	332668	84873	5643													
0	21	22	104	72	388109	98947	5615	332460	84813	5640													
0	21	24	104	72	388432	99031	5616	332157	84734	5639													
0	21	26	104	72	388274	98998	5619	332155	84739	5641													
0	21	28	104	72	389437	99307	5623	332832	84919	5645													
0	21	30	104	72	389341	99296	5629	333768	85169	5650													
0	21	32	104	73	390378	99571	5633	334519	85374	5656													
0	21	34	104	73	392387	100094	5637	334213	85308	5662													
0	21	36	104	72	393485	100384	5641	334659	85436	5668													
0	21	38	104	73	393890	100496	5644	335613	85693	5674													
0	21	40	104	72	395872	101011	5648	334833	85504	5679													
0	21	42	104	72	395588	100943	5650	333514	85173	5682													
0	21	44	104	73	395082	100817	5651	334564	85444	5683													
0	21	46	104	72	394610	100700	5652	334933	85541	5684													
0	21	48	104	72	393397	100394	5654	334510	85436	5686													
0	21	50	104	72	391585	99933	5654	334843	85522	5686													
0	21	52	104	72	390121	99558	5654	334165	85346	5685													
0	21	54	104	72	388415	99116	5651	333589	85186	5679													
0	21	56	104	73	386164	98532	5647	333514	85150	5671													
0	21	58	104	73	384967	98214	5642	334027	85246	5655													
0	22	0	104	73	384084	97977	5638	333572	85070	5628													
0	22	2	104	73	382216	97485	5631	335032	85413	5614													
0	22	4	104	73	380836	97124	5627	333941	85125	5609													
0	22	6	104	73	380082	96920	5623	334013	85101	5590													
0	22	8	104	73	379451	96753	5620	334154	85112	5579													
0	22	10	104	72	378333	96460	5617	333602	84953	5570													
0	22	12	104	72	378283	96440	5614	333368	84879	5564													
0	22	14	104	73	378263	96426	5611	333246	84836	5558													
0	22	16	104	72	377797	96296	5606	333011	84767	5554													
0	22	18	104	72	377660	96257	5604	333128	84788	5550													
0	22	20	104	72	378118	96367	5602	332714	84676	5546													
0	22	22	104	72	378255	96401	5602	332781	84693	5546													
0	22	24	104	73	378164	96375	5600	332055	84503	5544													
0	22	26	104	73	378050	96342	5599	332180	84534	5544													
0	22	28	104	72	378866	96541	5595	332383	84580	5541													
0	22	30	104	72	378641	96475	5592	332656	84644	5539													
0	22	32	104	72	378038	96312	5588	331478	84336	5535													
0	22	34	104	72	377549	96181	5585	332313	84542	5532													
0	22	36	104	72	378838	96502	5582	332491	84584	5530													
0	22	38	104	72	378639	96446	5580	333050	84724	5529													
0	22	40	104	72	377587	96174	5578	332046	84466	5528													
0	22	42	104	72	378788	96474	5576	331889	84423	5527													
0	22	44	104	72	378030	96277	5574	332011	84452	5526													
0	22	46	104	72	378528	96398	5572	331301	84270	5525													
0	22	48	104	73	378698	96440	5572	332099	84474	5525													
0	22	50	104	72	378594	96419	5574	331983	84450	5528													
0	22	52	104	72	379089	96556	5578	333312	84797	5532													
0	22	54	104	72	381573	97205	5584	334560	85143	5545													
0	22	56	104	72	383388	97682	5590	334323	85101	5554													
0	22	58	104	73	387907	98847	5596	334165	85087	5566													
0	23	0	104	73	391742	99834	5600	332963	84805	5577													
0	23	2	104	72	395613	100830	5604	333413	84937	5585													
0	23	4	104	72	397262	101259	5607	334334	85189	5593													
0	23	6	104	73	397659	101371	5611	333655	85036	5602													
0	23	8	104	72	397659	101379	5614	333784	85086	5610													
0	23	10	104	72	397433	101331	5618	334282	85230	5618													
0	23	12	104	73	397343	101314	5620	333439	85032	5626													
0	23	14	104	72	396218	101034	5623	334158	85228	5632													
0	23	16	104	73	396157	101027	5626	334397	85305	5639													
0	23	18	104	73	396013	100999	5629	333205	85014	5645													
0	23	20	104	72	395930	100988	5633	334330	85318	5653													
0	23	22	104	72	395589	100911	5637	333566	85138	5659													
0	23	24	104	72	395733	100956	5641	334530	85396	5665													
0	23	26	104	72	395751	100967	5643	333874	85239	5670													
0	23	28	104	72	395764	100973	5644	333730	85210	5674													
0	23	30	104	72	394734	100713	5645	334078	85302	5675													
0	23	32	104	72	394291	100604	5647	333893	85261	5678													
0	23	34	104	72	394226	100595	5650	335107	85580	5682													
0	23	36	104	72	394341	100636	5654	333754	85248	5688													
0	23	38	104	73	394606	100714	5658	334708	85507	5695													
0	23	40	104	72	395907	101054	5661	334314	85417	5700													
0	23	42	104	72	397691	101517	5664	335158	85641	5704													
0	23	44	104	72	399438	101968	5666	333975	85345	5707													
0	23	46	104	72	400510	102246	5668	334583	85506	5709													
0	23	48	104	73	400839	102334	5670	333096	85131	5712													
0	23	50	104	73	400779	102323	5671	334154	85404	5713													
0	23	52	104	73	399691	102047	5672	334439	85478	5713													
0	23	54	104	72	398739	101803	5671	333518	85240	5712													
0	23	56	104	72	397812	101568	5672	332596	85003	5712													
0	23	58	104	72	395630	101014	5673	332884	85076	5711													
1	0	0	104	72	395125	100892	5676	332991	85106	5713													
1	0	2	104	72	393840	100570	5678	333196	85162	5714													
1	0	4	104	72	393202	100415	5681	333146	85155	5717													
1	0	6	104	72	392360	100207	5684	332645	85033	5720													
1	0	8	104	72	393344	100467	5688	332941	85116	5723													
1	0	10	104	72	394869	100867	5692	334712	85578	5727													
1	0	12	104	72	399128	101973	5698	335471	85794	5737													
1	0	14	104	72	402868	102945	5705	335564	85844	5749													
1	0	16	104	72	406130	103799	5713	335050	85741	5762													
1	0	18	104	72	404398	103371	5718	335552	85888	5771													
1	0	20	104	72	402631	102928	5722	336405	86116	5775													
1	0	22	104	72	400944	102497	5721	336226	86072	5776													
1	0	24	104	72	400190	102305	5722	335566	85904	5776													
1	0	26	104	72	399215	102058	5723	335666	85929	5776													
1	0	28	104	72	397902	101720	5722	333875	85465	5774													
1	0	30	104	72	397426	101596	5721	335894	85972	5769													
1	0	32	104	73	396322	101311	5720	335555	85875	5764													
1	0	34	104	72	394819	100923	5718	334985	85711	5756													
1	0	36	104	72	395505	101091	5716	335067	85717	5749													
1	0	38	104	72	393759	100631	5710	335694	85837	5731													
1	0	40	104	72	391264	99980	5705	336705	86000	5687													
1	0	42	104	72	389347	99475	5699	338201	86363	5679													
1	0	44	104	72	387568	99010	5695	339659	86723	5673													
1	0	46	104	72	385171	98391	5692	337695	86199	5663													
1	0	48	104	72	383908	98063	5690	336035	85760	5656													
1	0	50	104	72	382685	97742	5687	335252	85547	5650													
1	0	52	104	72	381132	97339	5684	335222	85533	5647													
1	0	54	104	72	379891	97015	5681	334500	85341	5644													
1	0	56	104	72	379683	96958	5679	334823	85411	5638													
1	0	58	104	72	379773	96977	5678	335654	85618	5635													
1	1	0	104	72	379583	96924	5676	335787	85654	5636													
1	1	2	104	72	379188	96823	5676	335316	85537	5638													
1	1	4	104	72	380242	97097	5678	335295	85541	5642													
1	1	6	104	72	379432	96899	5682	336085	85751	5646													
1	1	8	104	72	380019	97062	5687	335967	85731	5650													
1	1	10	104	72	379268	96881	5691	336823	85964	5657													
1	1	12	104	72	380466	97195	5694	335774	85713	5665													
1	1	14	104	72	380291	97155	5696	335046	85537	5669													
1	1	16	104	72	381124	97370	5697	336502	85919	5674													
1	1	18	104	73	381146	97376	5697	335889	85769	5677													
1	1	20	104	72	381412	97443	5697	336513	85932	5679													
1	1	22	104	72	381707	97519	5697	335385	85648	5680													
1	1	24	104	72	382021	97598	5697	335762	85746	5681													
1	1	26	104	72	381183	97382	5696	334717	85481	5682													
1	1	28	104	72	381264	97402	5696	335624	85714	5683													
1	1	30	104	72	380888	97303	5695	334840	85511	5682													
1	1	32	104	72	380258	97139	5693	335189	85598	5681													
1	1	34	104	72	379631	96973	5691	333942	85275	5679													
1	1	36	104	72	379249	96870	5689	334102	85311	5676													
1	1	38	104	72	378651	96709	5686	333796	85218	5669													
1	1	40	104	72	377676	96457	5684	334298	85333	5663													
1	1	42	104	72	377608	96435	5682	334384	85352	5662													
1	1	44	104	72	377232	96338	5682	334406	85352	5659													
1	1	46	104	72	377153	96315	5681	334653	85413	5659													
1	1	48	104	72	376615	96176	5680	334548	85386	5659													
1	1	50	104	72	377207	96325	5679	335630	85661	5658													
1	1	52	104	72	376582	96164	5679	335499	85627	5657													
1	1	54	104	72	376287	96088	5679	335296	85575	5658													
1	1	56	104	72	376828	96225	5678	335556	85641	5657													
1	1	58	104	72	375967	96003	5677	335588	85650	5658													
1	2	0	104	72	376698	96188	5676	334785	85444	5657													
1	2	2	104	72	376580	96156	5676	334686	85420	5658													
1	2	4	104	72	376998	96262	5675	334204	85297	5658													
1	2	6	104	72	376600	96161	5676	334350	85335	5658													
1	2	8	104	72	376739	96201	5677	334200	85302	5661													
1	2	10	104	72	376766	96213	5679	335756	85703	5662													
1	2	12	104	72	376600	96172	5680	334149	85293	5662													
1	2	14	104	72	376342	96106	5680	335307	85589	5663													
1	2	16	104	72	376520	96150	5679	335063	85528	5663													
1	2	18	104	72	376554	96160	5680	334612	85418	5666													
1	2	20	104	72	376167	96066	5682	335237	85585	5669													
1	2	22	104	72	376164	96072	5685	335615	85689	5672													
1	2	24	104	72	376663	96206	5687	336074	85816	5677													
1	2	26	104	72	375890	96014	5689	336733	85993	5681													
1	2	28	104	72	375939	96033	5692	336568	85968	5688													
1	2	30	104	72	376004	96061	5697	335995	85845	5699													
1	2	32	104	72	376945	96312	5701	336413	85981	5713													
1	2	34	104	72	377599	96486	5704	335819	85853	5724													
1	2	36	104	72	379700	97020	5703	335653	85815	5725													
1	2	38	104	72	381202	97394	5699	335642	85802	5721													
1	2	40	104	72	382720	97773	5695	335479	85743	5713													
1	2	42	104	72	381010	97326	5691	334554	85479	5700													
1	2	44	104	72	380629	97222	5688	334748	85513	5693													
1	2	46	104	72	379309	96876	5685	334145	85336	5683													
1	2	48	104	72	377990	96539	5685	335797	85749	5679													
1	2	50	104	72	377332	96374	5686	334116	85317	5677													
1	2	52	104	72	377533	96432	5689	335606	85692	5675													
1	2	54	104	72	377230	96361	5691	334116	85314	5676													
1	2	56	104	72	377450	96423	5694	334875	85514	5679													
1	2	58	104	72	376072	96075	5696	335123	85582	5681													
1	3	0	104	72	376438	96171	5696	334835	85514	5683													
1	3	2	104	72	376682	96234	5697	334957	85549	5685													
1	3	4	104	72	376838	96272	5696	334959	85554	5687													
1	3	6	104	72	376671	96228	5696	334972	85559	5688													
1	3	8	104	72	376758	96249	5695	334915	85545	5688													
1	3	10	104	72	376418	96160	5694	335222	85624	5689													
1	3	12	104	72	376299	96129	5694	335128	85600	5688													
1	3	14	104	72	375785	95994	5692	334929	85546	5687													
1	3	16	104	72	375017	95791	5690	334581	85451	5684													
1	3	18	104	72	375650	95940	5684	334587	85441	5679													
1	3	20	104	72	375187	95812	5680	334466	85356	5654													
1	3	22	104	72	374770	95697	5677	335653	85646	5648													
1	3	24	104	72	374496	95622	5675	336396	85816	5639													
1	3	26	104	72	374757	95689	5675	336404	85819	5640													
1	3	28	104	72	374399	95601	5676	335337	85552	5642													
1	3	30	104	72	374869	95723	5677	335029	85478	5644													
1	3	32	104	72	375339	95842	5677	334519	85351	5646													
1	3	34	104	72	375141	95791	5677	334710	85404	5647													
1	3	36	104	72	375578	95906	5678	335185	85531	5650													
1	3	38	104	72	375209	95816	5680	334546	85375	5654													
1	3	40	104	72	375069	95784	5681	334927	85480	5657													
1	3	42	104	72	375652	95936	5682	334506	85379	5660													
1	3	44	104	72	375214	95826	5683	336075	85785	5662													
1	3	46	104	72	375145	95811	5684	334588	85410	5665													
1	3	48	104	72	374929	95757	5685	335763	85715	5667													
1	3	50	104	72	375031	95784	5685	334888	85496	5669													
1	3	52	104	72	374686	95695	5685	335226	85586	5671													
1	3	54	104	72	374297	95596	5685	334714	85460	5673													
1	3	56	104	72	376170	96076	5686	334433	85392	5675													
1	3	58	104	72	375535	95917	5687	335037	85551	5677													
1	4	0	104	72	375574	95931	5689	335793	85750	5679													
1	4	2	104	72	376219	96100	5691	334937	85537	5682													
1	4	4	104	72	376128	96081	5692	335816	85768	5685													
1	4	6	104	72	376598	96204	5693	336031	85830	5688													
1	4	8	104	72	376768	96250	5694	335623	85731	5691													
1	4	10	104	72	377889	96538	5695	337047	86099	5693													
1	4	12	104	72	377963	96558	5695	335662	85750	5695													
1	4	14	104	72	377984	96562	5695	335338	85669	5696													
1	4	16	104	72	379192	96868	5694	336394	85939	5696													
1	4	18	104	72	378969	96808	5692	335058	85594	5694													
1	4	20	104	72	377949	96544	5691	335017	85579	5692													
1	4	22	104	72	377860	96515	5689	333175	85102	5689													
1	4	24	104	72	376863	96256	5687	333632	85213	5686													
1	4	26	104	72	376977	96278	5684	333390	85141	5681													
1	4	28	104	72	375977	96015	5681	333635	85193	5677													
1	4	30	104	72	375600	95906	5676	332828	84974	5671													
1	4	32	104	72	375030	95750	5672	333899	85231	5663													
1	4	34	104	72	374698	95655	5667	332987	84972	5651													
1	4	36	104	72	374009	95472	5664	332791	84894	5638													
1	4	38	104	72	374450	95575	5660	332769	84850	5620													
1	4	40	104	72	373678	95368	5656	333165	84931	5611													
1	4	42	104	72	374011	95445	5653	332997	84864	5600													
1	4	44	104	72	374074	95453	5650	332370	84692	5595													
1	4	46	104	72	374067	95449	5649	332678	84754	5587													
1	4	48	104	72	373081	95198	5649	332339	84669	5588													
1	4	50	104	72	373338	95265	5650	331928	84566	5588													
1	4	52	104	72	373480	95302	5650	333822	85054	5591													
1	4	54	104	72	373988	95429	5649	333026	84855	5592													
1	4	56	104	72	375056	95696	5647	333106	84875	5592													
1	4	58	104	72	374236	95480	5644	333191	84895	5592													
1	5	0	104	72	374604	95562	5639	332340	84674	5590													
1	5	2	104	72	374236	95457	5634	332791	84782	5587													
1	5	4	104	72	375133	95672	5629	332078	84584	5579													
1	5	6	104	72	374224	95429	5624	331400	84404	5575													
1	5	8	104	72	374089	95384	5620	330454	84152	5571													
1	5	10	104	72	374303	95426	5614	331085	84296	5563													
1	5	12	104	72	374083	95358	5610	330746	84196	5556													
1	5	14	104	72	374089	95348	5605	331154	84286	5550													
1	5	16	104	72	374694	95496	5603	331965	84474	5541													
1	5	18	104	72	375166	95615	5602	331303	84293	5535													
1	5	20	104	72	375093	95600	5603	331580	84368	5537													
1	5	22	104	72	375802	95786	5605	331961	84471	5540													
1	5	24	104	72	375948	95828	5607	332617	84648	5545													
1	5	26	104	72	378257	96420	5609	332905	84733	5550													
1	5	28	104	72	379649	96776	5610	332681	84685	5555													
1	5	30	104	72	380811	97072	5609	332442	84632	5558													
