
# CTD profiles from cruise KN207-03# PI: Kay Bidle (Rutgers)# Version: 08 Feb 2013# Notes: #  BCO-DMO added cast, date, time_start, lat_start, lon_start from#  the CTD file headers.#  SUNA output is volts on 0-5V scale. SUNA range was set to 0-20uM#  for casts 1-17 and was changed to 0-40uM for casts 18-98.=========================cast,date,time_start,lat_start,lon_start,ISO_DateTime_UTC
75,20120705,1916,61.6937,-33.7777,2012-07-05T19:16:00.00Z
76,20120705,2126,61.8718,-33.4047,2012-07-05T21:26:00.00Z
77,20120706,0913,63.1895,-32.7835,2012-07-06T09:13:00.00Z
78,20120706,1417,63.3335,-32.8500,2012-07-06T14:17:00.00Z
79,20120706,1907,63.3478,-32.8240,2012-07-06T19:07:00.00Z
80,20120707,0040,62.5598,-33.1160,2012-07-07T00:40:00.00Z
81,20120707,0704,61.6945,-33.7770,2012-07-07T07:04:00.00Z
82,20120707,0835,61.6933,-33.7698,2012-07-07T08:35:00.00Z
83,20120707,1352,61.6860,-33.7520,2012-07-07T13:52:00.00Z
84,20120707,1813,61.6765,-33.7672,2012-07-07T18:13:00.00Z
85,20120707,2016,61.6683,-33.7915,2012-07-07T20:16:00.00Z
86,20120708,0501,61.6673,-33.8667,2012-07-08T05:01:00.00Z
87,20120708,0936,61.6727,-33.8988,2012-07-08T09:36:00.00Z
88,20120708,1613,61.6852,-33.9595,2012-07-08T16:13:00.00Z
89,20120708,2106,62.2432,-34.6852,2012-07-08T21:06:00.00Z
90,20120709,0020,62.4198,-34.9430,2012-07-09T00:20:00.00Z
91,20120709,0143,62.4280,-34.9687,2012-07-09T01:43:00.00Z
92,20120709,0905,61.7738,-33.9063,2012-07-09T09:05:00.00Z
93,20120709,1457,61.7950,-33.9035,2012-07-09T14:57:00.00Z
94,20120709,1610,61.8013,-33.8990,2012-07-09T16:10:00.00Z
95,20120709,2104,62.4075,-34.9130,2012-07-09T21:04:00.00Z
96,20120709,2342,62.2795,-35.0738,2012-07-09T23:42:00.00Z
97,20120710,0508,61.7623,-33.9057,2012-07-10T05:08:00.00Z
98,20120710,1404,61.7748,-33.8307,2012-07-10T14:04:00.00Z
